Region Code: AS
"Region Name: Asia"
Country Code: JPN
"Country Name: Japan"
Export date: 10/12/2025 10:20:56 PM
Source location: "WHO Mortality Database portal"
Metadata information: 

Indicator Code,Indicator Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
CG1181,Gastritis and duodenitis,2020,Female,Age_all,[All],54.00000000,0.00810907,0.01364337,0.08517871,
CG1182,Paralytic ileus and intestinal obstruction,2020,Female,Age_all,[All],3341.00000000,0.50171116,0.88124217,5.27003828,
CG1183,Inflammatory bowel disease,2020,Female,Age_all,[All],142.00000000,0.02132385,0.04869835,0.22398846,
CG1184,Gallbladder and biliary diseases,2020,Female,Age_all,[All],4296.00000000,0.64512157,0.90225762,6.77643952,
CG1185,Pancreatitis,2020,Female,Age_all,[All],613.00000000,0.09205296,0.22154705,0.96693609,
CG1190,Other digestive diseases,2020,Female,Age_all,[All],11002.00000000,1.65214793,3.01663851,17.35437327,
CG1200,Genitourinary diseases,2020,Female,Age_all,[All],22577.00000000,3.39034210,5.18811054,35.61258729,
CG1210,Nephritis and nephrosis,2020,Female,Age_all,[All],16258.00000000,2.44143074,3.79001778,25.64510095,
CG1230,Other genitourinary system diseases,2020,Female,Age_all,[All],6319.00000000,0.94891136,1.39809276,9.96748634,
CG1240,Skin diseases,2020,Female,Age_all,[All],1718.00000000,0.25798856,0.40236803,2.70994485,
CG1250,Musculoskeletal diseases,2020,Female,Age_all,[All],5475.00000000,0.82216960,1.86060074,8.63617467,
CG1260,Rheumatoid arthritis,2020,Female,Age_all,[All],1649.00000000,0.24762697,0.47497764,2.60110539,
CG1270,Osteoarthritis,2020,Female,Age_all,[All],58.00000000,0.00870974,0.01166337,0.09148824,
CG1280,Gout,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1290,Back pain,2020,Female,Age_all,[All],279.00000000,0.04189686,0.07242896,0.44009000,
CG1300,Other musculoskeletal disorders,2020,Female,Age_all,[All],3489.00000000,0.52393602,1.30153077,5.50349103,
CG1310,Congenital anomalies,2020,Female,Age_all,[All],1017.00000000,0.15272082,2.02274084,1.60419902,
CG1320,Abdominal wall defect,2020,Female,Age_all,[All],2.00000000,0.00030034,0.00908373,0.00315477,
CG1330,Anencephaly,2020,Female,Age_all,[All],8.00000000,0.00120134,0.03633490,0.01261907,
CG1340,Anorectal atresia,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1350,Cleft lip,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1360,Cleft palate,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1370,Oesophageal atresia,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1380,Renal agenesis,2020,Female,Age_all,[All],11.00000000,0.00165185,0.04456257,0.01735122,
CG1390,Down syndrome,2020,Female,Age_all,[All],84.00000000,0.01261411,0.11411452,0.13250021,
CG1400,Congenital heart anomalies,2020,Female,Age_all,[All],439.00000000,0.06592374,0.63737125,0.69247136,
CG1410,Spina bifida,2020,Female,Age_all,[All],4.00000000,0.00060067,0.00586780,0.00630953,
CG1420,Other Congenital anomalies,2020,Female,Age_all,[All],469.00000000,0.07042877,1.17540607,0.73979286,
CG1430,Oral conditions,2020,Female,Age_all,[All],54.00000000,0.00810907,0.01379766,0.08517871,
CG1440,Dental caries,2020,Female,Age_all,[All],2.00000000,0.00030034,0.00030129,0.00315477,
CG1450,Periodontal disease,2020,Female,Age_all,[All],5.00000000,0.00075084,0.00160510,0.00788692,
CG1460,Edentulism,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1470,Other oral diseases,2020,Female,Age_all,[All],47.00000000,0.00705789,0.01189126,0.07413702,
CG1475,Sudden infant death syndrome,2020,Female,Age_all,[All],34.00000000,0.00510571,0.15326248,0.05363104,
CG1480,Injuries,2020,Female,Age_all,[All],25945.00000000,3.89610780,15.98487944,40.92521492,
CG1490,Unintentional injuries,2020,Female,Age_all,[All],18264.00000000,2.74266767,6.17633382,28.80933226,
CG1500,Road traffic accidents,2020,Female,Age_all,[All],1034.00000000,0.15527367,0.70249693,1.63101454,
CG1510,Poisonings,2020,Female,Age_all,[All],60.00000000,0.00901008,0.05428372,0.09464301,
CG1520,Falls,2020,Female,Age_all,[All],4511.00000000,0.67740768,1.08761192,7.11557697,
CG1530,Fires,2020,Female,Age_all,[All],332.00000000,0.04985576,0.18242714,0.52369132,
CG1540,Drownings,2020,Female,Age_all,[All],3424.00000000,0.51417510,1.31568294,5.40096111,
CG1541,Exposure to mechanical forces,2020,Female,Age_all,[All],52.00000000,0.00780873,0.05543482,0.08202394,
CG1542,Natural disasters,2020,Female,Age_all,[All],42.00000000,0.00630705,0.02357254,0.06625011,
CG1550,Other unintentional injuries,2020,Female,Age_all,[All],8809.00000000,1.32282958,2.75482381,13.89517126,
CG1560,Intentional injuries,2020,Female,Age_all,[All],6792.00000000,1.01994080,9.02156488,10.71358874,
CG1570,Self-inflicted injuries,2020,Female,Age_all,[All],6658.00000000,0.99981830,8.84636168,10.50221935,
CG1580,Violence,2020,Female,Age_all,[All],134.00000000,0.02012251,0.17520319,0.21136939,
CG1590,War,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1600,Other intentional injuries,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1610,Ill-defined diseases,2020,Female,Age_all,[All],106932.00000000,16.05776061,20.26022830,168.67277249,
CG0768,Ill-defined malignant neoplasms,2020,Female,Age_all,[All],3770.00000000,0.56613322,1.31466477,5.94673580,
CG0769,Other malignant neoplasms,2020,Female,Age_all,[All],4107.00000000,0.61673982,2.23112778,6.47831404,
CG0789,Diabetes mellitus and endocrine disorders,2020,Female,Age_all,[All],11232.00000000,1.68668656,3.50179603,17.71717148,
CG1098,Ill-defined circulatory diseases,2020,Female,Age_all,[All],58530.00000000,8.78933087,12.73401856,92.32425629,
CG1099,Other circulatory diseases,2020,Female,Age_all,[All],31141.00000000,4.67638053,7.85178961,49.12129959,
CG1605,Ill-defined injuries/accidents,2020,Female,Age_all,[All],889.00000000,0.13349932,0.78698075,1.40229393,
CG0395,COVID-19,2020,Female,Age_all,[All],1372.00000000,0.20603045,0.35695748,2.16417016,
CG0000,All Causes,2019,All,Age_all,[All],1381093.00000000,100.00000000,287.20353202,1116.20453680,
CG0010,"Communicable, maternal, perinatal and nutritional conditions",2019,All,Age_all,[All],127703.00000000,9.24651707,21.94453677,103.21004304,
CG0020,Infectious and parasitic diseases,2019,All,Age_all,[All],24148.00000000,1.74847023,4.90762150,19.51650407,
CG0030,Tuberculosis,2019,All,Age_all,[All],2965.00000000,0.21468504,0.45503417,2.39632411,
CG0040,STDs excluding HIV,2019,All,Age_all,[All],135.00000000,0.00977487,0.02973117,0.10910751,
CG0050,Syphilis,2019,All,Age_all,[All],12.00000000,0.00086888,0.00915490,0.00969845,
CG0060,Chlamydia,2019,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0070,Gonorrhoea,2019,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0080,Other STDs,2019,All,Age_all,[All],123.00000000,0.00890599,0.02057627,0.09940906,
CG0090,HIV/AIDS,2019,All,Age_all,[All],41.00000000,0.00296866,0.02232878,0.03313635,
CG0100,Diarrhoeal diseases,2019,All,Age_all,[All],2252.00000000,0.16305926,0.44486509,1.82007484,
CG0110,Childhood-cluster diseases,2019,All,Age_all,[All],63.00000000,0.00456160,0.01381523,0.05091684,
CG0140,Diphtheria,2019,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0150,Measles,2019,All,Age_all,[All],1.00000000,0.00007241,0.00010696,0.00080820,
CG0160,Tetanus,2019,All,Age_all,[All],4.00000000,0.00028963,0.00063998,0.00323282,
CG0170,Meningitis,2019,All,Age_all,[All],274.00000000,0.01983936,0.08177618,0.22144783,
CG0200,Malaria,2019,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0260,lymphatic filariasis,2019,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0270,Onchocerciasis,2019,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0300,Japanese encephalitis,2019,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0320,Intestinal nematode infections,2019,All,Age_all,[All],3.00000000,0.00021722,0.00042398,0.00242461,
CG0340,Trichuriasis,2019,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0350,Hookworm disease,2019,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0440,Maternal sepsis,2019,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0460,Obstructed labour,2019,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0450,Hypertensive disorders,2019,All,Age_all,[All],1.00000000,0.00007241,0.00135241,0.00080820,
CG0430,Maternal haemorrhage,2019,All,Age_all,[All],4.00000000,0.00028963,0.00427718,0.00323282,
CG0420,Maternal conditions,2019,All,Age_all,[All],32.00000000,0.00231701,0.03546376,0.02586252,
CG0410,Otitis media,2019,All,Age_all,[All],9.00000000,0.00065166,0.00201434,0.00727383,
CG0530,Nutritional deficiencies,2019,All,Age_all,[All],3251.00000000,0.23539327,0.65484236,2.62747038,
CG0540,Protein-energy malnutrition,2019,All,Age_all,[All],1934.00000000,0.14003402,0.42934787,1.56306605,
CG0550,Iodine deficiency,2019,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0400,Upper respiratory infections,2019,All,Age_all,[All],146.00000000,0.01057134,0.05617362,0.11799775,
CG0570,Iron-deficiency anaemia,2019,All,Age_all,[All],872.00000000,0.06313840,0.13549236,0.70475367,
CG0390,Lower respiratory infections,2019,All,Age_all,[All],99664.00000000,7.21631346,15.35584048,80.54881819,
CG0380,Respiratory infections,2019,All,Age_all,[All],99819.00000000,7.22753645,15.41402843,80.67408977,
CG0370,Other infectious diseases,2019,All,Age_all,[All],15758.00000000,1.14098037,3.25792480,12.73567464,
CG0610,Mouth and oropharynx cancers,2019,All,Age_all,[All],7764.00000000,0.56216345,2.02851188,6.27489389,
CG0360,Other intestinal infections,2019,All,Age_all,[All],3.00000000,0.00021722,0.00042398,0.00242461,
CG0330,Ascariasis,2019,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0613,c. Other pharynx cancer,2019,All,Age_all,[All],3459.00000000,0.25045381,0.94668059,2.79557676,
CG0310,Trachoma,2019,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0290,Dengue,2019,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0280,Leprosy,2019,All,Age_all,[All],2.00000000,0.00014481,0.00021391,0.00161641,
CG0250,Leishmaniasis,2019,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0660,Pancreas cancer,2019,All,Age_all,[All],36356.00000000,2.63240781,8.87326946,29.38305541,
CG0240,Schistosomiasis,2019,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0230,Chagas disease,2019,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0220,Trypanosomiasis,2019,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0210,Tropical-cluster diseases,2019,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0690,Breast cancer,2019,All,Age_all,[All],14935.00000000,1.08138988,5.22598055,12.07052295,
CG0700,Cervix uteri cancer,2019,All,Age_all,[All],2921.00000000,0.21149915,1.22715384,2.36076314,
CG0710,Corpus uteri cancer,2019,All,Age_all,[All],3883.00000000,0.28115413,1.26745402,3.13825515,
CG0190,Hepatitis C,2019,All,Age_all,[All],2122.00000000,0.15364642,0.45762407,1.71500835,
CG0180,Hepatitis B,2019,All,Age_all,[All],533.00000000,0.03859262,0.14388412,0.43077260,
CG0731,Testicular cancer,2019,All,Age_all,[All],68.00000000,0.00492364,0.04361621,0.05495785,
CG0130,Poliomyelitis,2019,All,Age_all,[All],58.00000000,0.00419957,0.01306829,0.04687582,
CG0740,Bladder cancer,2019,All,Age_all,[All],8911.00000000,0.64521361,1.66838876,7.20190358,
CG0120,Pertussis,2019,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0742,Gallbladder and biliary tract cancer,2019,All,Age_all,[All],17924.00000000,1.29781267,3.57247770,14.48624395,
CG0490,Perinatal conditions,2019,All,Age_all,[All],453.00000000,0.03280011,0.93258072,0.36611630,
CG0744,Thyroid cancer,2019,All,Age_all,[All],1862.00000000,0.13482075,0.39303956,1.50487538,
CG0480,Other maternal conditions,2019,All,Age_all,[All],26.00000000,0.00188257,0.02885924,0.02101330,
CG0470,Pregnancy with abortive outcome,2019,All,Age_all,[All],1.00000000,0.00007241,0.00097493,0.00080820,
CG0500,Low birth weight,2019,All,Age_all,[All],157.00000000,0.01136781,0.32367158,0.12688799,
CG0752,b. Non-Hodgkin lymphoma,2019,All,Age_all,[All],13083.00000000,0.94729319,2.89981333,10.57372962,
CG0510,Birth asphyxia and birth trauma,2019,All,Age_all,[All],140.00000000,0.01013690,0.29009422,0.11314852,
CG0520,Other perinatal conditions,2019,All,Age_all,[All],156.00000000,0.01129540,0.31881492,0.12607978,
CG0780,Other neoplasms,2019,All,Age_all,[All],13442.00000000,0.97328710,2.77398932,10.86387476,
CG0560,Vitamin A deficiency,2019,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0580,Other nutritional disorders,2019,All,Age_all,[All],445.00000000,0.03222086,0.09000213,0.35965067,
CG0590,Noncommunicable diseases,2019,All,Age_all,[All],1038344.00000000,75.18277191,217.94737722,839.19351094,
CG0820,Unipolar depressive disorders,2019,All,Age_all,[All],278.00000000,0.02012898,0.06924821,0.22468064,
CG0600,Malignant neoplasms,2019,All,Age_all,[All],376425.00000000,27.25558670,91.26509968,304.22809527,
CG0840,Schizophrenia,2019,All,Age_all,[All],955.00000000,0.06914813,0.27785383,0.77183458,
CG0611,a. Lip and oral cavity cancers,2019,All,Age_all,[All],4034.00000000,0.29208750,0.99412792,3.26029391,
CG0612,b. Nasopharynx cancers,2019,All,Age_all,[All],271.00000000,0.01962214,0.08770337,0.21902322,
CG0620,Oesophagus cancer,2019,All,Age_all,[All],11619.00000000,0.84129020,3.10514027,9.39051933,
CG0880,Parkinson disease,2019,All,Age_all,[All],11459.00000000,0.82970517,1.92687959,9.26120673,
CG0890,Multiple sclerosis,2019,All,Age_all,[All],105.00000000,0.00760267,0.03960499,0.08486139,
CG0630,Stomach cancer,2019,All,Age_all,[All],42931.00000000,3.10848002,9.88888309,34.69699504,
CG0640,Colon and rectum cancers,2019,All,Age_all,[All],51879.00000000,3.75637267,12.59094925,41.92880216,
CG0650,Liver cancer,2019,All,Age_all,[All],25264.00000000,1.82927580,5.68415145,20.41845945,
CG0930,Panic disorder,2019,All,Age_all,[All],4.00000000,0.00028963,0.00143014,0.00323282,
CG0940,Insomnia (primary),2019,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0670,"Trachea, bronchus, lung cancers",2019,All,Age_all,[All],75394.00000000,5.45900964,17.20835929,60.93371326,
CG0680,Melanoma and other skin cancers,2019,All,Age_all,[All],1702.00000000,0.12323573,0.40994059,1.37556278,
CG0681,a. Malignant skin melanoma,2019,All,Age_all,[All],648.00000000,0.04691936,0.19381801,0.52371603,
CG0682,b. Non-melanoma skin cancer,2019,All,Age_all,[All],1054.00000000,0.07631637,0.21612258,0.85184675,
CG0720,Ovary cancer,2019,All,Age_all,[All],4733.00000000,0.34269959,1.66387164,3.82522833,
CG0730,Prostate cancer,2019,All,Age_all,[All],12544.00000000,0.90826613,2.26794918,10.13810780,
CG1010,"Vision disorders, age-related",2019,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1020,"Hearing loss, adult onset ",2019,All,Age_all,[All],1.00000000,0.00007241,0.00010696,0.00080820,
CG0732,Kidney cancer,2019,All,Age_all,[All],9026.00000000,0.65354035,1.96963643,7.29484702,
CG0741,Brain and nervous system cancers,2019,All,Age_all,[All],2850.00000000,0.20635830,1.22219770,2.30338068,
CG1050,Rheumatic heart disease,2019,All,Age_all,[All],2050.00000000,0.14843316,0.31893574,1.65681768,
CG1060,Hypertensive heart disease,2019,All,Age_all,[All],6495.00000000,0.47027970,1.08867294,5.24928333,
CG1070,Ischaemic heart disease,2019,All,Age_all,[All],67326.00000000,4.87483464,14.92884666,54.41312544,
CG1080,Cerebrovascular disease,2019,All,Age_all,[All],106552.00000000,7.71504888,20.92854178,86.11572560,
CG0745,Mesothelioma,2019,All,Age_all,[All],1466.00000000,0.10614781,0.36465809,1.18482669,
CG0750,"Lymphomas, multiple myeloma",2019,All,Age_all,[All],17664.00000000,1.27898701,3.89236907,14.27611098,
CG0751,a. Hodgkin lymphoma,2019,All,Age_all,[All],207.00000000,0.01498813,0.05841720,0.16729818,
CG1130,Asthma,2019,All,Age_all,[All],1481.00000000,0.10723391,0.28356079,1.19694975,
CG0753,c. Multiple myeloma,2019,All,Age_all,[All],4374.00000000,0.31670568,0.93413854,3.53508319,
CG0760,Leukaemia,2019,All,Age_all,[All],8839.00000000,0.64000035,2.52444361,7.14371292,
CG1160,Peptic ulcer disease,2019,All,Age_all,[All],2499.00000000,0.18094364,0.52330857,2.01970116,
CG0790,Diabetes mellitus,2019,All,Age_all,[All],13846.00000000,1.00253929,3.03349519,11.19038907,
CG0800,Endocrine disorders,2019,All,Age_all,[All],9501.00000000,0.68793340,2.02439027,7.67874380,
CG1181,Gastritis and duodenitis,2019,All,Age_all,[All],68.00000000,0.00492364,0.01045988,0.05495785,
CG1182,Paralytic ileus and intestinal obstruction,2019,All,Age_all,[All],6377.00000000,0.46173574,1.14639355,5.15391529,
CG0810,Neuropsychiatric conditions,2019,All,Age_all,[All],74492.00000000,5.39369905,13.50407622,60.20471348,
CG0830,Bipolar disorder,2019,All,Age_all,[All],70.00000000,0.00506845,0.01861172,0.05657426,
CG1185,Pancreatitis,2019,All,Age_all,[All],1369.00000000,0.09912439,0.37016621,1.10643093,
CG0850,Epilepsy,2019,All,Age_all,[All],1513.00000000,0.10955091,0.54850698,1.22281227,
CG0860,Alcohol use disorders,2019,All,Age_all,[All],472.00000000,0.03417583,0.20062647,0.38147217,
CG1210,Nephritis and nephrosis,2019,All,Age_all,[All],31450.00000000,2.27718191,5.11973677,25.41800783,
CG1220,Benign prostatic hypertrophy,2019,All,Age_all,[All],169.00000000,0.01223669,0.02637455,0.13658643,
CG0870,Alzheimer and other dementias,2019,All,Age_all,[All],47064.00000000,3.40773576,6.47905581,38.03730112,
CG0900,Drug use disorders,2019,All,Age_all,[All],225.00000000,0.01629144,0.16677476,0.18184584,
CG0910,Post-traumatic stress disorder,2019,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0920,Obsessive-compulsive disorder,2019,All,Age_all,[All],1.00000000,0.00007241,0.00021007,0.00080820,
CG0950,Migraine,2019,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1280,Gout,2019,All,Age_all,[All],28.00000000,0.00202738,0.00747597,0.02262970,
CG1290,Back pain,2019,All,Age_all,[All],719.00000000,0.05206022,0.12723003,0.58109849,
CG0960,Mental Retardation,2019,All,Age_all,[All],132.00000000,0.00955765,0.04507275,0.10668289,
CG1310,Congenital anomalies,2019,All,Age_all,[All],2076.00000000,0.15031573,2.13486541,1.67783098,
CG1320,Abdominal wall defect,2019,All,Age_all,[All],3.00000000,0.00021722,0.00623088,0.00242461,
CG1330,Anencephaly,2019,All,Age_all,[All],12.00000000,0.00086888,0.02492354,0.00969845,
CG1340,Anorectal atresia,2019,All,Age_all,[All],1.00000000,0.00007241,0.00010696,0.00080820,
CG1350,Cleft lip,2019,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0970,Other neuropsychiatric disorders,2019,All,Age_all,[All],12214.00000000,0.88437202,3.73020091,9.87140056,
CG0980,Sense organ diseases,2019,All,Age_all,[All],8.00000000,0.00057925,0.00205622,0.00646563,
CG0990,Glaucoma,2019,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1000,Cataracts,2019,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1400,Congenital heart anomalies,2019,All,Age_all,[All],822.00000000,0.05951808,0.73879094,0.66434348,
CG1410,Spina bifida,2019,All,Age_all,[All],6.00000000,0.00043444,0.00409078,0.00484922,
CG1420,Other Congenital anomalies,2019,All,Age_all,[All],1023.00000000,0.07407177,1.18229608,0.82679243,
CG1030,Other sense organ disorders,2019,All,Age_all,[All],7.00000000,0.00050684,0.00194926,0.00565743,
CG1040,Cardiovascular diseases,2019,All,Age_all,[All],349807.00000000,25.32827261,66.68942761,282.71532795,
CG1450,Periodontal disease,2019,All,Age_all,[All],15.00000000,0.00108610,0.00416859,0.01212306,
CG1460,Edentulism,2019,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1470,Other oral diseases,2019,All,Age_all,[All],74.00000000,0.00535808,0.01214056,0.05980708,
